ChannelPartnerID,response,n_comp,loyalty,portal,rewards,nps,n_yrs,email,sms,call,Region,total_sales_2021,total_sales_2022,brand_B1_sales_2022,buying_frequency_2022,brand_engagement_2022,buying_frequency_B1_2022,brand_B1_contribution_2022,active_last_quarter,active_last_quarter_B1
20513,0,3,0,0,0,6,5,2,0,0,North,117969.0,67910.0,67910.0,1.0,1.0,1.0,1.0,Yes,Yes
56724,1,4,1,0,1,8,4,1,0,1,South,77931.0,156993.0,0.0,4.0,4.0,0.0,0.0,Yes,No
66920,0,2,1,1,1,3,8,1,1,1,North,86950.0,77118.0,0.0,3.0,3.0,0.0,0.0,No,No
84498,0,3,0,1,0,3,2,0,1,0,West,85884.0,28233.0,0.0,1.0,1.0,0.0,0.0,No,No
88014,0,3,1,0,1,7,4,1,0,1,South,0.0,16763.0,10135.0,2.0,2.0,1.0,0.6046053808984072,Yes,Yes
22271,1,1,1,1,0,10,9,1,1,1,North,74891.0,151743.0,89890.0,4.0,2.0,2.0,0.5923831741826641,Yes,Yes
13834,1,2,0,0,0,8,5,1,0,1,West,8598.0,14122.0,4390.0,2.0,2.0,1.0,0.31086248406741257,Yes,No
17349,0,5,0,1,0,6,2,0,1,0,North,45157.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
41607,0,3,1,1,1,7,6,1,1,1,South,132015.0,27457.0,0.0,1.0,1.0,0.0,0.0,No,No
86430,0,3,1,1,1,7,2,1,1,1,North,26613.0,41454.0,0.0,6.0,3.0,0.0,0.0,Yes,No
77993,0,4,1,0,1,4,4,1,0,1,West,144602.0,22572.0,0.0,1.0,1.0,0.0,0.0,No,No
88188,0,0,0,0,0,0,9,2,1,0,West,94391.0,11844.0,0.0,1.0,1.0,0.0,0.0,Yes,No
15766,0,3,0,0,0,6,6,2,0,0,South,15616.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
97329,0,2,0,1,0,1,7,0,1,0,East,0.0,48440.0,48440.0,1.0,1.0,1.0,1.0,Yes,Yes
43539,0,0,0,0,0,3,7,0,1,0,South,85842.0,77772.0,4149.0,4.0,3.0,1.0,0.0533482487270483,Yes,No
53735,0,3,0,1,0,4,3,0,1,0,West,20084.0,96193.0,0.0,2.0,3.0,0.0,0.0,Yes,No
71313,0,1,0,0,0,1,5,2,0,1,South,0.0,97564.0,29297.0,5.0,4.0,2.0,0.3002849411668238,Yes,No
74829,0,3,0,0,0,6,8,2,0,1,East,6881.0,9299.0,0.0,1.0,1.0,0.0,0.0,Yes,No
99086,0,5,0,1,0,6,7,0,1,0,West,57410.0,15818.0,0.0,1.0,1.0,0.0,0.0,No,No
99261,0,5,1,1,1,6,3,1,1,1,East,113213.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
19456,0,2,0,1,0,8,8,0,1,0,West,69464.0,59184.0,18537.0,4.0,4.0,2.0,0.3132096512570965,Yes,No
55667,0,2,0,1,0,3,5,0,1,0,North,40685.0,113258.0,0.0,4.0,3.0,0.0,0.0,Yes,No
73245,0,2,0,0,0,5,3,0,1,1,North,24370.0,90162.0,0.0,3.0,2.0,0.0,0.0,Yes,No
64808,0,2,0,1,0,6,4,0,1,0,East,32602.0,50935.0,2073.0,4.0,4.0,1.0,0.04069893000883479,Yes,No
11019,0,4,0,0,0,5,8,1,0,1,West,107709.0,125621.0,0.0,2.0,2.0,0.0,0.0,Yes,No
21214,0,2,1,1,1,3,5,1,1,1,North,89715.0,34746.0,0.0,1.0,1.0,0.0,0.0,No,No
38792,0,3,1,1,1,3,8,1,1,1,West,8703.0,141334.0,25766.0,5.0,5.0,1.0,0.18230574384083095,Yes,No
42308,0,3,0,1,0,4,7,0,1,0,West,118413.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
85198,0,0,1,0,1,0,9,1,0,1,South,12945.0,66913.0,66913.0,2.0,1.0,2.0,1.0,No,No
12776,0,4,1,1,1,4,6,1,1,1,North,78624.0,55228.0,0.0,3.0,2.0,0.0,0.0,Yes,No
31584,0,4,0,1,0,5,9,0,1,0,East,226398.0,67988.0,21062.0,3.0,3.0,1.0,0.3097899629346355,No,No
49162,0,1,0,1,0,8,6,0,1,0,West,132123.0,40835.0,0.0,1.0,1.0,0.0,0.0,Yes,No
52677,0,2,1,1,1,6,7,1,1,1,North,66662.0,94193.0,34974.0,2.0,2.0,1.0,0.3713014767551729,Yes,No
76935,0,4,0,0,0,2,3,0,1,0,West,4339.0,29674.0,29674.0,2.0,1.0,2.0,1.0,No,No
23146,0,4,0,0,0,2,9,0,1,1,East,9365.0,24627.0,0.0,1.0,1.0,0.0,0.0,No,No
26662,0,5,1,0,1,8,3,1,0,1,East,44535.0,35052.0,0.0,6.0,3.0,0.0,0.0,Yes,No
50920,1,1,1,1,0,7,4,1,1,1,West,11003.0,47302.0,23825.0,3.0,2.0,1.0,0.5036784913957126,Yes,Yes
61115,0,3,1,0,1,2,4,1,0,1,East,30025.0,34961.0,0.0,1.0,1.0,0.0,0.0,Yes,No
78693,0,3,0,1,0,3,3,0,1,0,South,8900.0,11437.0,0.0,2.0,1.0,0.0,0.0,No,No
24904,1,1,0,1,0,1,8,1,1,1,North,6325.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
25078,1,4,0,1,0,7,7,1,1,1,North,56963.0,33939.0,0.0,3.0,2.0,0.0,0.0,Yes,No
61289,1,0,1,0,1,7,8,1,0,1,North,39436.0,64358.0,33745.0,3.0,3.0,1.0,0.5243326392989217,No,No
52852,0,1,1,1,1,0,7,1,1,1,East,0.0,189828.0,32015.0,5.0,5.0,1.0,0.16865267505320605,No,No
89063,1,1,1,1,1,3,9,1,1,1,East,44441.0,26064.0,0.0,2.0,3.0,0.0,0.0,No,No
80625,0,5,1,0,1,6,4,1,0,1,East,73051.0,30383.0,0.0,3.0,2.0,0.0,0.0,No,No
26836,1,2,1,1,0,9,4,1,1,1,North,40663.0,67385.0,33384.0,4.0,2.0,2.0,0.49542182978407656,Yes,No
30352,0,5,1,0,1,8,6,1,0,1,East,4335.0,20019.0,0.0,2.0,2.0,0.0,0.0,No,No
99258,1,0,1,0,1,9,6,1,0,1,East,43859.0,49637.0,0.0,2.0,2.0,0.0,0.0,No,No
90821,0,5,0,1,0,8,6,0,1,0,North,64137.0,35582.0,0.0,2.0,2.0,0.0,0.0,No,No
82383,1,2,1,0,1,9,7,1,0,1,East,95316.0,52158.0,25973.0,2.0,2.0,1.0,0.49796771348594654,Yes,No
81023,1,3,1,1,1,4,9,1,1,1,North,46118.0,81110.0,0.0,3.0,2.0,0.0,0.0,Yes,No
28768,0,3,0,1,0,5,2,0,1,0,West,18549.0,94802.0,28744.0,2.0,2.0,1.0,0.3032003544229025,No,No
20331,0,3,1,0,1,8,8,1,0,1,North,142846.0,43909.0,0.0,1.0,1.0,0.0,0.0,Yes,No
23846,1,3,1,0,1,7,5,1,0,1,East,104382.0,89409.0,0.0,2.0,2.0,0.0,0.0,Yes,No
48104,1,0,1,1,0,6,8,2,1,2,East,171105.0,56795.0,12273.0,4.0,3.0,1.0,0.21609296593009947,Yes,Yes
58300,0,3,1,0,1,5,3,1,0,1,East,27497.0,7193.0,0.0,1.0,1.0,0.0,0.0,No,No
75878,1,3,1,1,0,1,5,2,1,4,East,66431.0,19054.0,0.0,1.0,1.0,0.0,0.0,Yes,No
86073,1,0,1,1,1,2,2,1,1,1,South,18031.0,50208.0,0.0,2.0,3.0,0.0,0.0,Yes,No
70956,0,0,1,0,1,7,4,1,0,1,West,29776.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
95214,0,3,1,0,1,7,7,1,0,1,West,20411.0,75851.0,25702.0,2.0,3.0,1.0,0.3388485319903495,Yes,Yes
98729,1,4,0,0,0,10,7,2,0,5,West,75914.0,57432.0,0.0,3.0,2.0,0.0,0.0,No,No
33162,0,1,1,0,1,0,9,1,0,1,North,132640.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
24021,0,1,1,0,1,8,3,1,0,1,North,45197.0,50051.0,15351.0,1.0,2.0,1.0,0.3067071586981279,Yes,Yes
15583,1,0,1,0,0,9,6,3,0,2,West,191570.0,119609.0,59727.0,2.0,3.0,2.0,0.4993520554473326,Yes,Yes
25779,1,2,1,0,0,0,4,0,1,1,South,80345.0,121596.0,121596.0,3.0,1.0,3.0,1.0,No,No
43357,0,2,1,0,1,7,7,1,0,1,North,77093.0,48819.0,0.0,2.0,2.0,0.0,0.0,Yes,No
53552,1,3,0,1,0,9,4,2,1,0,East,67648.0,62545.0,11815.0,3.0,4.0,1.0,0.18890398912782796,No,No
45115,0,4,0,0,0,5,3,0,1,0,North,16822.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
62693,0,2,1,1,1,2,3,1,1,1,South,0.0,71313.0,39589.0,2.0,3.0,1.0,0.5551442233533858,No,No
98904,0,1,1,0,1,6,5,1,0,1,East,69122.0,119820.0,19304.0,3.0,4.0,1.0,0.16110832916040727,Yes,Yes
99078,0,3,1,0,1,5,3,1,0,1,East,92815.0,81616.0,0.0,1.0,2.0,0.0,0.0,No,No
19273,0,3,0,0,0,0,8,1,0,0,North,104910.0,74092.0,4254.0,3.0,3.0,1.0,0.05741510554445824,No,No
36852,1,5,1,0,0,6,8,2,0,0,East,7126.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
73062,1,1,1,1,0,6,9,2,1,0,East,100344.0,183825.0,47878.0,4.0,4.0,2.0,0.2604542363661091,Yes,No
76578,1,1,1,0,0,10,8,2,0,0,North,58201.0,60284.0,0.0,2.0,2.0,0.0,0.0,Yes,No
10836,1,0,1,1,1,4,7,1,1,1,South,86124.0,40636.0,0.0,2.0,3.0,0.0,0.0,Yes,No
21031,0,2,1,1,1,3,5,1,1,1,West,8696.0,13377.0,0.0,2.0,1.0,0.0,0.0,Yes,No
38609,1,4,1,0,0,10,9,0,1,0,East,40993.0,95693.0,22674.0,4.0,4.0,1.0,0.2369452311036335,Yes,Yes
48805,0,3,0,0,0,2,5,0,1,0,North,93985.0,155409.0,39366.0,6.0,4.0,1.0,0.25330579310078566,Yes,Yes
66383,1,4,1,1,0,1,6,0,1,0,South,61189.0,57800.0,30175.0,2.0,2.0,1.0,0.5220588235294118,No,No
12594,1,4,0,0,0,3,3,0,1,0,North,30532.0,57903.0,0.0,2.0,2.0,0.0,0.0,No,No
12768,1,3,0,0,0,8,3,1,0,1,West,108353.0,144738.0,8095.0,4.0,4.0,1.0,0.05592864347994307,No,No
48979,1,3,1,1,0,2,5,0,1,0,North,146872.0,88327.0,43222.0,2.0,2.0,1.0,0.48934074518550386,Yes,No
76753,1,4,1,0,1,8,4,1,0,1,West,52190.0,97063.0,8777.0,3.0,3.0,1.0,0.09042580591986647,Yes,No
86948,1,4,1,0,1,8,5,1,0,1,West,34631.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
14526,0,3,0,1,0,3,3,0,1,0,North,75873.0,111305.0,0.0,3.0,2.0,0.0,0.0,Yes,No
50737,0,1,0,0,0,5,2,0,1,0,East,149448.0,98551.0,0.0,3.0,3.0,0.0,0.0,Yes,No
42299,0,5,1,0,1,5,4,1,0,1,East,134795.0,35354.0,0.0,1.0,1.0,0.0,0.0,No,No
52495,0,0,0,1,0,8,7,1,2,1,South,47205.0,196552.0,36460.0,4.0,4.0,1.0,0.1854979852659856,Yes,No
37378,1,4,0,1,0,3,2,1,1,1,South,63499.0,62116.0,24719.0,3.0,3.0,1.0,0.3979489986476914,Yes,No
70247,0,4,0,0,0,8,3,0,1,0,South,22236.0,148467.0,41406.0,5.0,4.0,2.0,0.2788902584412698,Yes,Yes
16458,0,0,1,1,1,0,3,1,1,1,East,162420.0,37946.0,13494.0,2.0,2.0,1.0,0.35561060454329835,Yes,Yes
19974,1,4,0,1,0,5,2,0,1,0,South,90834.0,63835.0,0.0,2.0,2.0,0.0,0.0,No,No
44232,1,1,1,1,1,2,5,1,1,1,East,49792.0,84923.0,49680.0,2.0,2.0,1.0,0.5850005298917843,No,No
80443,1,0,1,1,0,6,5,0,1,0,West,93361.0,122656.0,0.0,5.0,3.0,0.0,0.0,Yes,No
72005,1,1,1,0,0,6,2,0,1,0,East,114266.0,75737.0,41353.0,2.0,2.0,1.0,0.5460078957444842,Yes,No
18216,1,1,1,0,0,4,8,0,1,0,South,75093.0,19730.0,8788.0,3.0,3.0,1.0,0.44541307653319817,Yes,No
54427,1,2,1,1,1,6,6,1,1,1,South,96678.0,64087.0,0.0,2.0,1.0,0.0,0.0,Yes,No
45989,0,4,1,1,1,6,2,1,1,1,West,0.0,93565.0,3899.0,3.0,3.0,1.0,0.04167156522203815,Yes,Yes
82200,0,3,1,1,1,0,3,1,1,1,East,0.0,17502.0,13209.0,2.0,2.0,1.0,0.7547137470003428,No,No
73763,0,5,0,0,0,5,8,0,1,0,North,41545.0,18419.0,0.0,2.0,1.0,0.0,0.0,No,No
28586,1,2,0,1,0,5,4,1,1,1,North,154140.0,22283.0,0.0,1.0,1.0,0.0,0.0,No,No
20148,0,3,0,0,0,2,4,0,1,0,West,80188.0,132967.0,91181.0,3.0,2.0,2.0,0.68574157497725,Yes,Yes
30344,0,3,0,0,0,1,5,0,1,0,North,146111.0,136676.0,21053.0,6.0,4.0,2.0,0.15403582194386725,Yes,No
47922,0,4,0,0,0,7,8,0,1,0,North,60345.0,30310.0,0.0,2.0,2.0,0.0,0.0,No,No
58117,0,2,1,0,1,6,6,1,0,1,South,7934.0,112596.0,19774.0,3.0,5.0,1.0,0.17561902731891008,Yes,No
75695,1,4,1,1,0,0,3,0,1,0,East,168100.0,104780.0,15020.0,4.0,3.0,1.0,0.14334796716930712,Yes,No
85890,1,5,1,0,1,2,2,1,0,1,South,77215.0,125979.0,0.0,3.0,2.0,0.0,0.0,Yes,No
13469,1,2,0,1,0,0,8,0,1,0,South,26875.0,153394.0,40882.0,6.0,4.0,1.0,0.2665162913803669,Yes,No
16984,1,0,1,1,0,7,6,0,1,0,West,0.0,100991.0,0.0,4.0,2.0,0.0,0.0,Yes,No
41242,0,2,0,0,0,5,9,0,1,0,North,22711.0,110166.0,0.0,4.0,3.0,0.0,0.0,Yes,No
86065,0,4,1,0,1,1,8,1,0,1,North,89750.0,99520.0,63005.0,4.0,3.0,2.0,0.6330888263665595,Yes,Yes
96260,0,2,0,1,0,7,2,0,1,0,East,67023.0,64870.0,30964.0,2.0,2.0,1.0,0.47732387852628333,Yes,No
87823,1,2,0,0,0,3,3,1,2,0,West,21442.0,90087.0,45912.0,2.0,3.0,1.0,0.5096406806753472,No,No
79385,0,1,0,1,0,2,4,0,1,0,East,75225.0,4496.0,0.0,1.0,1.0,0.0,0.0,Yes,No
96963,0,5,1,0,1,2,9,1,0,1,East,123146.0,65680.0,30194.0,4.0,3.0,2.0,0.4597137637028015,Yes,No
88526,0,3,1,1,1,2,5,1,1,1,North,63178.0,45633.0,37752.0,2.0,2.0,1.0,0.8272960357635921,Yes,Yes
34737,1,2,1,1,1,3,4,1,1,1,North,0.0,152317.0,0.0,4.0,5.0,0.0,0.0,Yes,No
70948,0,1,1,0,1,8,9,1,0,1,North,70559.0,57359.0,35304.0,5.0,3.0,3.0,0.6154919018811346,Yes,Yes
62510,1,3,0,0,0,7,7,1,2,0,North,59424.0,118955.0,0.0,4.0,2.0,0.0,0.0,Yes,No
54073,0,4,0,1,0,0,9,0,1,0,South,118649.0,41879.0,0.0,1.0,1.0,0.0,0.0,No,No
57588,0,4,1,1,1,3,3,1,1,1,North,50433.0,35107.0,0.0,1.0,1.0,0.0,0.0,No,No
12411,0,5,1,1,1,6,3,1,2,1,South,30849.0,3881.0,0.0,1.0,1.0,0.0,0.0,Yes,No
48622,0,3,0,1,0,6,6,0,1,0,East,126947.0,51574.0,0.0,2.0,1.0,0.0,0.0,No,No
72880,1,0,1,1,0,8,3,1,1,0,East,79253.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
76395,1,5,1,1,0,8,6,1,1,0,East,76232.0,42159.0,0.0,3.0,2.0,0.0,0.0,No,No
10653,1,1,0,0,0,1,8,1,0,1,East,6818.0,81396.0,41426.0,2.0,2.0,1.0,0.5089439284485724,Yes,No
46864,1,2,1,0,0,1,3,0,1,0,North,41748.0,76572.0,18322.0,2.0,3.0,1.0,0.2392780650890665,No,No
50380,0,2,1,1,0,1,2,0,1,0,North,212346.0,56502.0,0.0,1.0,1.0,0.0,0.0,No,No
74638,1,5,1,1,1,3,7,1,1,1,South,69336.0,62941.0,0.0,3.0,2.0,0.0,0.0,No,No
66200,0,1,1,1,1,3,4,1,1,1,East,49175.0,44597.0,0.0,1.0,1.0,0.0,0.0,No,No
12585,0,3,1,1,1,1,8,1,1,1,South,78668.0,64295.0,58457.0,2.0,2.0,1.0,0.9091997822536745,No,No
94148,0,0,1,1,1,3,5,1,1,1,South,99012.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
85710,1,3,1,1,0,10,6,0,1,0,North,34823.0,13713.0,0.0,1.0,1.0,0.0,0.0,No,No
89226,0,4,0,0,0,6,8,0,1,0,North,38081.0,208358.0,28952.0,5.0,4.0,1.0,0.13895314794728303,Yes,No
23484,0,3,0,1,0,7,4,0,1,0,East,56118.0,43704.0,15181.0,4.0,3.0,1.0,0.34735950942705474,Yes,No
33679,0,0,0,0,0,1,5,0,4,0,West,29558.0,68086.0,0.0,2.0,1.0,0.0,0.0,No,No
69890,1,1,0,0,0,1,5,1,0,1,East,41245.0,56606.0,22773.0,2.0,2.0,1.0,0.40230717591774723,No,No
87468,0,2,0,1,0,3,5,0,1,0,East,72771.0,33183.0,0.0,3.0,2.0,0.0,0.0,Yes,No
79031,1,2,1,1,1,8,5,1,1,1,South,17328.0,67903.0,32338.0,4.0,4.0,2.0,0.4762381632623006,Yes,No
25242,1,4,1,0,1,1,5,1,0,1,South,58190.0,44159.0,5059.0,3.0,3.0,1.0,0.11456328268303177,No,No
16804,0,3,1,1,1,6,6,1,1,1,East,44947.0,21137.0,0.0,4.0,3.0,0.0,0.0,Yes,No
28932,0,1,0,0,0,4,3,2,1,1,North,103885.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
53190,1,3,1,0,0,9,9,1,0,0,East,24870.0,8211.0,0.0,1.0,1.0,0.0,0.0,Yes,No
89401,0,1,0,0,0,2,3,1,0,0,East,54840.0,36717.0,0.0,1.0,2.0,0.0,0.0,No,No
99596,1,4,1,1,1,7,8,1,1,1,East,33039.0,49584.0,23654.0,3.0,3.0,1.0,0.4770490480800258,Yes,Yes
84479,1,4,1,0,1,9,3,1,0,1,South,130638.0,55074.0,13451.0,2.0,2.0,1.0,0.24423502923339507,Yes,Yes
18736,1,4,1,0,1,1,6,1,0,1,South,51237.0,81928.0,19080.0,3.0,3.0,1.0,0.23288741333854115,Yes,No
54947,1,2,1,0,0,4,5,1,0,0,East,67835.0,33475.0,0.0,3.0,3.0,0.0,0.0,Yes,No
58463,1,4,1,1,0,3,7,0,1,1,East,26922.0,29746.0,9072.0,3.0,3.0,1.0,0.30498218247831643,Yes,Yes
11354,1,0,0,1,0,10,3,1,1,1,South,133810.0,44891.0,26252.0,2.0,2.0,1.0,0.5847942794769553,No,No
29106,0,1,1,0,1,7,4,1,0,1,West,25992.0,168224.0,24291.0,8.0,5.0,2.0,0.14439675670534524,Yes,Yes
39301,0,0,0,1,0,2,3,0,1,0,East,99918.0,132751.0,19048.0,5.0,4.0,2.0,0.14348667806645524,Yes,Yes
56880,1,2,1,0,1,1,5,1,0,1,East,54824.0,169967.0,47167.0,6.0,5.0,2.0,0.27750681014549883,Yes,Yes
93091,1,0,0,1,0,2,7,1,1,1,North,92668.0,61582.0,11366.0,3.0,3.0,1.0,0.1845669189048748,Yes,No
96606,0,1,0,0,0,5,5,1,0,0,North,145922.0,43955.0,37264.0,2.0,2.0,1.0,0.8477761346831987,No,No
88169,1,3,0,0,0,1,6,1,0,0,East,45082.0,46044.0,0.0,3.0,2.0,0.0,0.0,Yes,No
22426,0,2,1,0,1,2,8,1,0,1,East,64165.0,28778.0,0.0,1.0,1.0,0.0,0.0,No,No
32622,1,4,0,1,0,9,5,2,1,2,North,63352.0,21522.0,0.0,1.0,1.0,0.0,0.0,No,No
50200,0,1,1,1,0,0,6,0,1,0,East,40204.0,91038.0,0.0,3.0,3.0,0.0,0.0,Yes,No
49570,0,4,1,0,1,4,7,1,0,1,South,88097.0,2414.0,2414.0,1.0,1.0,1.0,1.0,No,No
58109,1,2,1,1,0,6,8,0,1,0,North,68955.0,54912.0,0.0,2.0,1.0,0.0,0.0,Yes,No
45627,1,3,0,1,0,7,7,1,1,0,North,97824.0,40255.0,2823.0,3.0,3.0,1.0,0.07012793441808471,No,No
36486,1,5,1,0,1,4,6,1,0,1,East,53528.0,84174.0,16281.0,3.0,3.0,1.0,0.19342077125953383,Yes,No
40002,0,4,1,1,0,5,3,0,1,0,South,0.0,47879.0,4074.0,3.0,2.0,1.0,0.08508949643893983,Yes,No
76213,0,1,1,1,1,4,8,1,1,1,West,118993.0,90760.0,40925.0,2.0,3.0,1.0,0.4509144997796386,Yes,No
29103,1,2,1,1,1,7,9,1,1,1,South,38346.0,75215.0,11493.0,4.0,4.0,1.0,0.1528019676926145,Yes,Yes
46682,1,3,1,1,1,8,3,1,1,1,East,57077.0,74241.0,0.0,3.0,2.0,0.0,0.0,Yes,No
50197,0,2,1,0,0,8,6,0,1,0,West,69578.0,30841.0,0.0,2.0,1.0,0.0,0.0,Yes,No
86408,0,3,0,1,0,6,3,0,1,0,North,44846.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
20666,0,4,1,0,1,8,3,1,0,1,East,81236.0,98648.0,43603.0,3.0,4.0,1.0,0.4420059200389263,Yes,No
56877,0,3,0,1,0,2,2,0,1,0,West,0.0,123388.0,33511.0,4.0,4.0,1.0,0.27159043018770057,No,No
75684,0,3,0,0,0,1,3,1,0,0,East,3589.0,23233.0,0.0,4.0,2.0,0.0,0.0,Yes,No
47911,1,3,1,0,1,8,4,1,0,1,South,164239.0,2923.0,0.0,1.0,1.0,0.0,0.0,Yes,No
87637,0,4,1,0,1,2,2,1,0,1,West,180009.0,70043.0,22657.0,3.0,2.0,1.0,0.32347272389817683,No,No
21895,0,4,0,1,0,2,2,0,1,0,East,144304.0,8512.0,0.0,1.0,1.0,0.0,0.0,No,No
58106,0,3,0,1,0,5,6,0,1,0,South,18898.0,56585.0,0.0,2.0,2.0,0.0,0.0,Yes,No
68301,1,1,1,1,1,8,8,2,2,1,East,53480.0,52268.0,52268.0,1.0,1.0,1.0,1.0,No,No
14512,0,2,1,0,1,2,4,1,0,1,North,62410.0,44177.0,0.0,3.0,2.0,0.0,0.0,Yes,No
32090,0,2,0,0,0,3,2,0,2,0,East,88853.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No
27168,1,1,1,0,0,1,9,2,1,0,North,8749.0,41811.0,0.0,2.0,3.0,0.0,0.0,Yes,No
78671,0,2,0,0,0,4,5,0,2,0,East,51998.0,38536.0,0.0,3.0,2.0,0.0,0.0,No,No
96249,1,5,1,0,1,1,5,1,0,1,East,67364.0,26562.0,0.0,1.0,1.0,0.0,0.0,No,No
99765,1,5,1,1,1,5,8,1,1,1,South,134061.0,53424.0,8076.0,3.0,3.0,1.0,0.15116801437556154,No,No
34023,1,1,0,1,0,8,5,2,1,0,North,74976.0,63035.0,63035.0,2.0,1.0,2.0,1.0,No,No
70233,1,3,1,0,0,5,5,0,1,0,West,0.0,31870.0,12190.0,3.0,2.0,1.0,0.38249137119548166,No,No
16444,1,5,0,0,0,5,8,1,0,0,North,62504.0,85232.0,0.0,3.0,3.0,0.0,0.0,Yes,No
64609,0,0,1,1,1,3,8,1,1,1,North,50345.0,27877.0,23011.0,2.0,2.0,1.0,0.8254475015245543,No,No
10819,1,1,1,1,1,6,5,1,1,1,North,48114.0,61870.0,25958.0,1.0,2.0,1.0,0.4195571359301762,Yes,Yes
35077,1,1,0,0,0,0,8,1,0,1,West,78272.0,16283.0,10881.0,2.0,2.0,1.0,0.6682429527728305,No,No
25937,1,4,1,0,1,6,5,1,0,1,East,135039.0,48956.0,30038.0,3.0,2.0,1.0,0.6135713702099844,Yes,No
44744,1,3,1,1,1,2,9,1,1,1,North,0.0,39496.0,0.0,1.0,1.0,0.0,0.0,No,No
62322,1,0,1,0,1,6,2,1,0,1,West,205211.0,24029.0,12191.0,2.0,2.0,1.0,0.5073452911065796,No,No
65838,0,2,0,1,0,7,6,0,1,0,North,26971.0,99845.0,96014.0,3.0,2.0,2.0,0.9616305273173419,No,No
18728,1,2,0,0,0,2,8,1,0,1,East,58166.0,31359.0,31359.0,2.0,1.0,2.0,1.0,Yes,Yes
36306,1,0,0,0,0,6,4,1,0,0,West,69027.0,27133.0,0.0,2.0,2.0,0.0,0.0,No,No
72517,1,2,1,1,1,7,9,1,1,1,East,67528.0,62126.0,0.0,4.0,4.0,0.0,0.0,Yes,No
28924,0,2,0,1,0,7,8,0,1,0,North,11983.0,28832.0,0.0,1.0,1.0,0.0,0.0,No,No
65134,1,1,1,1,0,4,4,1,1,0,North,0.0,58566.0,0.0,3.0,2.0,0.0,0.0,No,No
82887,1,5,0,0,0,5,6,1,2,0,South,91967.0,159484.0,24858.0,4.0,3.0,2.0,0.15586516515763338,Yes,Yes
74449,1,3,1,0,1,5,4,1,0,1,South,40814.0,15472.0,0.0,2.0,1.0,0.0,0.0,Yes,No
20660,1,2,0,0,0,5,3,1,0,1,West,24505.0,153242.0,13197.0,6.0,4.0,2.0,0.08611868808812205,Yes,No
12223,1,3,1,1,1,1,2,1,1,1,East,33269.0,50572.0,22682.0,2.0,2.0,1.0,0.448509056394843,Yes,Yes
15739,1,1,0,0,0,5,4,1,0,1,East,142718.0,35760.0,0.0,1.0,1.0,0.0,0.0,No,No
39996,0,2,1,1,1,4,2,1,1,1,West,23389.0,72557.0,62884.0,1.0,2.0,1.0,0.8666841242057968,No,No
31559,1,3,1,1,1,8,8,1,1,1,East,69045.0,8100.0,8100.0,1.0,1.0,1.0,1.0,Yes,Yes
23121,1,2,0,1,0,8,7,0,1,0,North,41943.0,26275.0,17609.0,2.0,2.0,1.0,0.6701807802093245,Yes,No
59332,0,1,0,0,0,2,6,0,2,0,East,123806.0,49255.0,0.0,2.0,2.0,0.0,0.0,No,No
69528,1,1,1,0,0,4,4,0,2,0,North,57860.0,18806.0,0.0,2.0,2.0,0.0,0.0,No,No
87106,0,3,0,1,0,6,8,0,1,0,North,22971.0,99632.0,14256.0,3.0,4.0,1.0,0.1430865585354103,Yes,No
41929,1,2,1,0,0,10,6,0,2,0,East,49783.0,44959.0,44959.0,2.0,1.0,2.0,1.0,No,No
78140,1,0,1,1,0,6,5,1,2,0,East,93450.0,130719.0,0.0,3.0,3.0,0.0,0.0,No,No
69702,0,1,0,1,0,3,8,0,1,0,East,117337.0,26377.0,0.0,1.0,1.0,0.0,0.0,Yes,No
73218,1,1,1,0,0,0,7,1,2,2,East,63211.0,21850.0,0.0,2.0,2.0,0.0,0.0,No,No
97475,1,4,0,1,0,3,3,2,1,2,West,73662.0,119673.0,0.0,3.0,3.0,0.0,0.0,Yes,No
10991,1,4,1,1,0,3,5,2,1,2,North,42736.0,29652.0,15533.0,2.0,2.0,2.0,0.5238432483474976,No,No
53882,1,4,0,0,0,3,3,2,2,2,West,20448.0,51677.0,0.0,1.0,1.0,0.0,0.0,Yes,No
38765,0,2,1,1,1,3,3,1,1,1,East,94460.0,93671.0,0.0,2.0,2.0,0.0,0.0,Yes,No
81655,0,2,1,0,1,0,9,1,0,1,North,58441.0,62255.0,35075.0,3.0,2.0,2.0,0.5634085615613204,No,No
99233,1,1,0,0,0,4,5,0,2,2,West,167352.0,88113.0,0.0,2.0,3.0,0.0,0.0,No,No
